feedback_id,customer_name,feedback,date,product
1336,Arun,Very happy with the product,2025-09-13,Mobile App
1337,Rahul,Decent product,2025-07-30,Banking App
1338,Pooja,Okay for the price,2025-05-08,Headphones
1339,Arun,Excellent quality and very satisfied,2025-08-14,Smart Watch
1340,Suresh,Excellent quality and very satisfied,2025-03-05,Smart Watch
1341,Sneha,Nothing special,2025-04-03,Smart Watch
1342,Manoj,Very happy with the product,2025-05-19,Smart Watch
1343,Arun,"Amazing experience, highly recommend",2025-03-29,Mobile
1344,Divya,Poor quality and waste of money,2025-05-19,Banking App
1345,Rahul,Poor quality and waste of money,2025-07-20,Smart Watch
1346,Pooja,Great service and fast delivery,2025-04-26,Smart Watch
1347,Pooja,Support team was very helpful,2025-09-20,Laptop
1348,Suresh,Nothing special,2025-03-11,Banking App
1349,Priya,Worst product ever,2025-08-22,Smart Watch
1350,Manoj,Poor quality and waste of money,2025-12-30,Internet Service
1351,Pooja,Poor quality and waste of money,2025-01-04,Headphones
1352,Sneha,Decent product,2025-06-07,Mobile App
1353,Rahul,Okay for the price,2025-11-09,E-commerce
1354,Rahul,Support team was very helpful,2025-12-29,Mobile
1355,Karthik,Very bad experience and disappointed,2025-07-14,Banking App
1356,Anitha,Acceptable performance,2025-02-08,Mobile
1357,Anitha,Excellent quality and very satisfied,2025-12-17,Mobile App
1358,Rahul,Excellent quality and very satisfied,2025-10-26,Smart Watch
1359,Pooja,Decent product,2025-02-06,Mobile App
1360,Rahul,"Amazing experience, highly recommend",2025-07-10,Smart Watch
1361,Karthik,Nothing special,2025-07-27,Banking App
1362,Karthik,Okay for the price,2025-06-14,Mobile App
1363,Manoj,Poor quality and waste of money,2025-03-15,Mobile
1364,Manoj,"Amazing experience, highly recommend",2025-06-27,E-commerce
1365,Divya,Nothing special,2025-11-10,Smart Watch
1366,Karthik,Great service and fast delivery,2025-04-25,Mobile App
1367,Suresh,Very bad experience and disappointed,2025-11-07,Banking App
1368,Arun,Great service and fast delivery,2025-12-26,Smart Watch
1369,Divya,Average experience,2025-04-14,E-commerce
1370,Rahul,Great service and fast delivery,2025-08-21,Smart Watch
1371,Anitha,Support team was very helpful,2025-02-21,Laptop
1372,Arun,Very happy with the product,2025-03-04,Smart Watch
1373,Rahul,Average experience,2025-01-09,Mobile App
1374,Arun,Nothing special,2025-07-14,Internet Service
1375,Anitha,Poor quality and waste of money,2025-09-29,Laptop
1376,Sneha,Poor quality and waste of money,2025-06-26,Banking App
1377,Karthik,Very happy with the product,2025-04-30,Headphones
1378,Rahul,Excellent quality and very satisfied,2025-04-13,Internet Service
1379,Manoj,Very bad experience and disappointed,2025-06-14,E-commerce
1380,Divya,Worst product ever,2025-12-08,Laptop
1381,Sneha,Very happy with the product,2025-09-05,E-commerce
1382,Arun,Nothing special,2025-08-08,Mobile App
1383,Rahul,Excellent quality and very satisfied,2025-04-15,Banking App
1384,Divya,Nothing special,2025-10-12,Internet Service
1385,Anitha,Nothing special,2025-06-03,Laptop
1386,Manoj,Customer support did not respond,2025-06-12,Internet Service
1387,Arun,Excellent quality and very satisfied,2025-07-08,Headphones
1388,Anitha,Excellent quality and very satisfied,2025-02-08,Smart Watch
1389,Divya,Poor quality and waste of money,2025-11-10,Banking App
1390,Karthik,Support team was very helpful,2025-10-28,Mobile
1391,Anitha,Acceptable performance,2025-05-25,Laptop
1392,Arun,Okay for the price,2025-06-16,Banking App
1393,Pooja,"Amazing experience, highly recommend",2025-11-25,Laptop
1394,Pooja,Okay for the price,2025-04-12,Laptop
1395,Karthik,Acceptable performance,2025-02-05,Internet Service
1396,Sneha,Poor quality and waste of money,2025-02-20,Mobile
1397,Priya,Excellent quality and very satisfied,2025-02-25,Banking App
1398,Rahul,Very happy with the product,2025-12-12,E-commerce
1399,Manoj,Acceptable performance,2025-11-07,Smart Watch
1400,Suresh,Average experience,2025-12-25,Internet Service
1401,Arun,Customer support did not respond,2025-05-29,E-commerce
1402,Manoj,Average experience,2025-12-16,Headphones
1403,Anitha,Worst product ever,2025-12-17,Mobile App
1404,Manoj,Support team was very helpful,2025-05-30,Mobile App
1405,Arun,Very happy with the product,2025-02-04,Mobile
1406,Divya,Delivery was too late,2025-04-17,Headphones
1407,Arun,"Amazing experience, highly recommend",2025-07-10,Smart Watch
1408,Anitha,"Amazing experience, highly recommend",2025-12-29,Internet Service
1409,Karthik,Great service and fast delivery,2025-05-05,Banking App
1410,Manoj,Support team was very helpful,2025-05-22,Smart Watch
1411,Pooja,Delivery was too late,2025-05-10,Banking App
1412,Manoj,Customer support did not respond,2025-09-02,Headphones
1413,Priya,Okay for the price,2025-10-08,Headphones
1414,Arun,Very bad experience and disappointed,2025-12-07,Smart Watch
1415,Arun,Great service and fast delivery,2025-11-20,Headphones
1416,Sneha,Excellent quality and very satisfied,2025-02-03,Laptop
1417,Anitha,Delivery was too late,2025-04-02,E-commerce
1418,Manoj,Average experience,2025-06-20,Mobile App
1419,Sneha,Customer support did not respond,2025-06-29,Laptop
1420,Manoj,Excellent quality and very satisfied,2025-08-11,Headphones
1421,Karthik,Very bad experience and disappointed,2025-06-28,Laptop
1422,Arun,Average experience,2025-09-29,Smart Watch
1423,Pooja,Support team was very helpful,2025-05-07,Mobile App
1424,Divya,Very bad experience and disappointed,2025-11-15,Mobile App
1425,Priya,"Amazing experience, highly recommend",2025-10-20,E-commerce
1426,Sneha,Excellent quality and very satisfied,2025-10-22,Smart Watch
1427,Rahul,Customer support did not respond,2025-05-15,Internet Service
1428,Anitha,Poor quality and waste of money,2025-08-19,E-commerce
1429,Manoj,Support team was very helpful,2025-07-08,Headphones
1430,Manoj,Customer support did not respond,2025-09-05,E-commerce
1431,Rahul,Support team was very helpful,2025-02-22,Internet Service
1432,Karthik,Okay for the price,2025-10-03,E-commerce
1433,Rahul,Worst product ever,2025-02-24,Smart Watch
1434,Pooja,Acceptable performance,2025-10-26,E-commerce
1435,Suresh,Acceptable performance,2025-06-21,Internet Service
1436,Pooja,Poor quality and waste of money,2025-04-11,Laptop
1437,Pooja,Very bad experience and disappointed,2025-12-06,Mobile App
1438,Anitha,Customer support did not respond,2025-10-27,Mobile App
1439,Pooja,Worst product ever,2025-08-23,Mobile App
1440,Divya,Acceptable performance,2025-03-02,Banking App
1441,Arun,Average experience,2025-06-14,E-commerce
1442,Divya,"Amazing experience, highly recommend",2025-06-29,Laptop
1443,Sneha,Poor quality and waste of money,2025-03-12,Internet Service
1444,Sneha,Excellent quality and very satisfied,2025-12-11,Smart Watch
1445,Pooja,Decent product,2025-07-20,Banking App
1446,Anitha,Nothing special,2025-11-23,E-commerce
1447,Pooja,"Amazing experience, highly recommend",2025-09-19,Mobile
1448,Priya,"Amazing experience, highly recommend",2025-02-21,Mobile App
1449,Rahul,Great service and fast delivery,2025-07-08,E-commerce
1450,Anitha,Decent product,2025-07-07,Mobile App
1451,Arun,Great service and fast delivery,2025-09-19,Laptop
1452,Priya,Worst product ever,2025-03-26,Headphones
1453,Priya,Great service and fast delivery,2025-05-25,Laptop
1454,Divya,Excellent quality and very satisfied,2025-09-12,E-commerce
1455,Manoj,Very bad experience and disappointed,2025-01-22,E-commerce
1456,Suresh,Poor quality and waste of money,2025-09-09,E-commerce
1457,Anitha,Great service and fast delivery,2025-09-18,E-commerce
1458,Divya,Okay for the price,2025-10-28,Headphones
1459,Manoj,Very happy with the product,2025-04-29,Mobile
1460,Manoj,Delivery was too late,2025-12-16,Laptop
1461,Sneha,"Amazing experience, highly recommend",2025-07-03,Smart Watch
1462,Pooja,"Amazing experience, highly recommend",2025-05-01,Mobile App
1463,Pooja,Very bad experience and disappointed,2025-08-30,Laptop
1464,Priya,Okay for the price,2025-05-30,Mobile
1465,Priya,Average experience,2025-02-09,Headphones
1466,Pooja,Decent product,2025-04-03,Internet Service
1467,Arun,Very bad experience and disappointed,2025-05-04,Laptop
1468,Karthik,Customer support did not respond,2025-03-01,Internet Service
1469,Priya,Customer support did not respond,2025-01-04,Headphones
1470,Rahul,Support team was very helpful,2025-08-31,Mobile
1471,Manoj,Okay for the price,2025-09-23,Mobile
1472,Pooja,Poor quality and waste of money,2025-09-02,Internet Service
1473,Pooja,Decent product,2025-10-20,Laptop
1474,Anitha,Customer support did not respond,2025-08-29,Banking App
1475,Rahul,Average experience,2025-12-05,Mobile
1476,Rahul,Customer support did not respond,2025-08-25,Smart Watch
1477,Sneha,Customer support did not respond,2025-10-16,Headphones
1478,Arun,Decent product,2025-10-01,Mobile App
1479,Pooja,Average experience,2025-11-18,E-commerce
1480,Rahul,Okay for the price,2025-12-12,Smart Watch
1481,Divya,Poor quality and waste of money,2025-06-23,Internet Service
1482,Pooja,Great service and fast delivery,2025-05-17,Internet Service
1483,Sneha,Support team was very helpful,2025-04-17,Smart Watch
1484,Suresh,Customer support did not respond,2025-11-13,Mobile
1485,Anitha,Great service and fast delivery,2025-01-10,Internet Service
1486,Priya,Decent product,2025-09-22,E-commerce
1487,Anitha,Customer support did not respond,2025-06-25,Internet Service
1488,Arun,Acceptable performance,2025-01-19,Mobile
1489,Pooja,Decent product,2025-01-23,E-commerce
1490,Divya,"Amazing experience, highly recommend",2025-03-28,Smart Watch
1491,Rahul,Decent product,2025-10-21,Headphones
1492,Anitha,Great service and fast delivery,2025-06-03,Mobile App
1493,Anitha,Poor quality and waste of money,2025-08-07,Smart Watch
1494,Arun,Very happy with the product,2025-01-09,Banking App
1495,Pooja,Very happy with the product,2025-11-05,Banking App
1496,Rahul,Acceptable performance,2025-03-26,Headphones
1497,Manoj,"Amazing experience, highly recommend",2025-08-03,Smart Watch
1498,Sneha,Decent product,2025-12-18,E-commerce
1499,Rahul,Nothing special,2025-12-08,Mobile
1500,Karthik,Very happy with the product,2025-02-22,Laptop
1501,Rahul,Very bad experience and disappointed,2025-07-20,Mobile
1502,Divya,Delivery was too late,2025-11-08,E-commerce
1503,Manoj,Delivery was too late,2025-08-29,Smart Watch
1504,Rahul,Poor quality and waste of money,2025-09-22,Headphones
1505,Suresh,Great service and fast delivery,2025-03-29,Mobile
1506,Rahul,Poor quality and waste of money,2025-10-07,Mobile
1507,Anitha,Okay for the price,2025-11-13,Smart Watch
1508,Rahul,Very bad experience and disappointed,2025-05-27,Smart Watch
1509,Anitha,Decent product,2025-08-09,Headphones
1510,Arun,Nothing special,2025-06-12,Internet Service
1511,Pooja,Support team was very helpful,2025-12-24,E-commerce
1512,Pooja,"Amazing experience, highly recommend",2025-10-18,Laptop
1513,Manoj,Okay for the price,2025-09-12,Smart Watch
1514,Anitha,Worst product ever,2025-01-14,Mobile App
1515,Manoj,Support team was very helpful,2025-04-15,Internet Service
1516,Arun,"Amazing experience, highly recommend",2025-06-20,Mobile App
1517,Divya,Acceptable performance,2025-09-20,Mobile App
1518,Rahul,Very bad experience and disappointed,2025-03-10,Laptop
1519,Divya,Acceptable performance,2025-09-07,Mobile App
1520,Arun,Excellent quality and very satisfied,2025-09-02,E-commerce
1521,Manoj,Excellent quality and very satisfied,2025-05-17,Mobile
1522,Divya,Delivery was too late,2026-01-01,E-commerce
1523,Arun,Support team was very helpful,2025-06-02,Internet Service
1524,Pooja,Worst product ever,2025-01-14,Internet Service
1525,Rahul,Worst product ever,2025-12-09,Banking App
1526,Anitha,Customer support did not respond,2025-02-07,Mobile
1527,Rahul,"Amazing experience, highly recommend",2025-08-16,Headphones
1528,Karthik,"Amazing experience, highly recommend",2025-05-01,Mobile App
1529,Sneha,Decent product,2025-05-04,Headphones
1530,Pooja,Okay for the price,2025-07-27,Banking App
1531,Pooja,Support team was very helpful,2025-06-26,Internet Service
1532,Manoj,"Amazing experience, highly recommend",2025-08-09,Banking App
1533,Anitha,Delivery was too late,2025-06-23,Laptop
1534,Karthik,Very happy with the product,2025-05-04,Headphones
1535,Priya,Decent product,2025-08-10,Laptop
1536,Divya,Average experience,2025-08-27,Banking App
1537,Suresh,Worst product ever,2025-06-01,Laptop
1538,Anitha,Delivery was too late,2025-05-16,Headphones
1539,Arun,Delivery was too late,2025-04-13,Laptop
1540,Sneha,Great service and fast delivery,2025-05-31,Mobile App
1541,Manoj,Acceptable performance,2025-10-20,Laptop
1542,Divya,Acceptable performance,2025-09-02,Mobile
1543,Sneha,Okay for the price,2025-07-18,Mobile App
1544,Anitha,Delivery was too late,2025-07-16,E-commerce
1545,Priya,Great service and fast delivery,2025-04-05,E-commerce
1546,Rahul,Acceptable performance,2025-06-19,Mobile
1547,Rahul,Decent product,2025-07-10,Smart Watch
1548,Priya,Very happy with the product,2025-09-03,Headphones
1549,Priya,"Amazing experience, highly recommend",2025-03-25,Smart Watch
1550,Rahul,Excellent quality and very satisfied,2025-10-22,Headphones
1551,Priya,Very happy with the product,2025-11-11,Mobile App
1552,Anitha,Poor quality and waste of money,2025-01-29,Mobile App
1553,Manoj,Great service and fast delivery,2025-05-09,E-commerce
1554,Pooja,"Amazing experience, highly recommend",2025-01-22,Mobile App
1555,Priya,Nothing special,2025-03-01,Mobile App
1556,Priya,Acceptable performance,2025-04-30,Mobile App
1557,Rahul,Very bad experience and disappointed,2025-11-06,Headphones
1558,Priya,Okay for the price,2025-09-17,Headphones
1559,Pooja,Support team was very helpful,2025-08-21,Internet Service
1560,Sneha,Poor quality and waste of money,2025-11-13,Mobile App
1561,Suresh,Delivery was too late,2025-10-25,E-commerce
1562,Suresh,Customer support did not respond,2025-01-13,Headphones
1563,Anitha,Okay for the price,2025-09-13,Mobile App
1564,Karthik,Acceptable performance,2025-05-05,Mobile
1565,Priya,Worst product ever,2025-09-24,E-commerce
1566,Divya,Delivery was too late,2025-03-04,Headphones
1567,Suresh,Average experience,2025-05-17,Mobile
1568,Priya,Customer support did not respond,2025-11-09,Banking App
1569,Rahul,Average experience,2025-11-13,Banking App
1570,Suresh,Customer support did not respond,2025-10-25,Laptop
1571,Manoj,Worst product ever,2025-01-24,Mobile App
1572,Arun,Okay for the price,2025-10-11,Headphones
1573,Rahul,Average experience,2025-07-16,Mobile
1574,Divya,Worst product ever,2025-09-18,Internet Service
1575,Suresh,Customer support did not respond,2025-08-11,Smart Watch
1576,Suresh,Very bad experience and disappointed,2025-03-22,E-commerce
1577,Sneha,Decent product,2025-09-21,Headphones
1578,Divya,Very bad experience and disappointed,2025-03-02,Mobile
1579,Suresh,Customer support did not respond,2025-05-30,Mobile
1580,Karthik,Average experience,2025-04-19,Banking App
1581,Sneha,Very happy with the product,2025-06-30,Banking App
1582,Rahul,Very happy with the product,2025-01-04,Mobile
1583,Priya,Very bad experience and disappointed,2025-10-02,Banking App
1584,Sneha,Decent product,2025-04-30,E-commerce
1585,Anitha,Poor quality and waste of money,2025-04-25,Laptop
1586,Rahul,Worst product ever,2025-06-02,E-commerce
1587,Pooja,Customer support did not respond,2025-10-16,E-commerce
1588,Priya,Support team was very helpful,2025-02-12,Headphones
1589,Arun,Acceptable performance,2025-04-10,Banking App
1590,Suresh,Support team was very helpful,2025-07-21,Headphones
1591,Karthik,Nothing special,2025-08-27,Laptop
1592,Pooja,Delivery was too late,2025-11-23,Internet Service
1593,Rahul,Very bad experience and disappointed,2025-12-30,Laptop
1594,Suresh,Average experience,2025-05-21,Mobile App
1595,Arun,Support team was very helpful,2025-10-15,Headphones
1596,Sneha,Average experience,2025-03-06,Mobile
1597,Manoj,Poor quality and waste of money,2025-07-24,Laptop
1598,Arun,Average experience,2025-11-08,Headphones
1599,Suresh,Nothing special,2025-04-16,Mobile
1600,Manoj,Poor quality and waste of money,2025-05-10,E-commerce
1601,Manoj,Delivery was too late,2025-11-17,Mobile App
1602,Rahul,Nothing special,2025-05-29,Headphones
1603,Suresh,Okay for the price,2025-08-09,Banking App
1604,Manoj,Nothing special,2025-12-20,Smart Watch
1605,Priya,Acceptable performance,2025-05-03,E-commerce
1606,Priya,Decent product,2025-08-12,Laptop
1607,Anitha,Nothing special,2025-06-11,Smart Watch
1608,Rahul,Customer support did not respond,2025-04-09,Smart Watch
1609,Arun,Customer support did not respond,2025-06-21,Smart Watch
1610,Divya,Acceptable performance,2025-05-17,Mobile App
1611,Divya,Delivery was too late,2025-12-15,Smart Watch
1612,Anitha,Support team was very helpful,2025-11-05,Banking App
1613,Manoj,Worst product ever,2025-11-07,Mobile App
1614,Priya,Excellent quality and very satisfied,2025-01-23,Mobile App
1615,Priya,Worst product ever,2025-07-08,Laptop
1616,Priya,Worst product ever,2025-02-06,Banking App
1617,Sneha,Very happy with the product,2025-09-05,E-commerce
1618,Manoj,Delivery was too late,2025-09-18,E-commerce
1619,Sneha,Delivery was too late,2025-12-23,Headphones
1620,Priya,Very bad experience and disappointed,2025-02-05,Internet Service
1621,Sneha,Acceptable performance,2025-05-21,Banking App
1622,Manoj,Okay for the price,2025-09-16,Banking App
1623,Divya,Worst product ever,2025-11-16,Banking App
1624,Pooja,Very bad experience and disappointed,2025-12-25,Mobile App
1625,Arun,Nothing special,2025-04-09,Smart Watch
1626,Divya,Worst product ever,2025-11-20,Headphones
1627,Suresh,Very bad experience and disappointed,2025-09-17,E-commerce
1628,Anitha,Worst product ever,2025-11-08,Internet Service
1629,Manoj,Great service and fast delivery,2025-02-25,Mobile App
1630,Manoj,Very bad experience and disappointed,2025-10-23,Smart Watch
1631,Divya,"Amazing experience, highly recommend",2025-01-01,Laptop
1632,Divya,Great service and fast delivery,2025-07-28,Banking App
1633,Manoj,Delivery was too late,2025-09-19,Smart Watch
1634,Rahul,Nothing special,2025-04-23,E-commerce
1635,Divya,Great service and fast delivery,2025-08-04,Smart Watch
1636,Divya,Acceptable performance,2025-09-11,E-commerce
1637,Divya,Acceptable performance,2025-10-09,Internet Service
1638,Divya,Delivery was too late,2025-12-18,Smart Watch
1639,Anitha,Worst product ever,2025-11-19,Internet Service
1640,Karthik,Customer support did not respond,2025-05-20,Laptop
1641,Suresh,Acceptable performance,2025-12-07,Mobile
1642,Pooja,Customer support did not respond,2025-12-15,Headphones
1643,Divya,Very bad experience and disappointed,2025-11-01,Internet Service
1644,Pooja,Excellent quality and very satisfied,2025-09-09,Mobile
1645,Divya,Customer support did not respond,2025-06-16,Internet Service
1646,Priya,Decent product,2025-02-28,Mobile
1647,Sneha,Nothing special,2025-03-19,E-commerce
1648,Manoj,Great service and fast delivery,2025-05-11,Banking App
1649,Divya,Excellent quality and very satisfied,2025-08-08,Mobile App
1650,Rahul,"Amazing experience, highly recommend",2025-07-24,Banking App
1651,Karthik,Acceptable performance,2025-03-17,Mobile App
1652,Sneha,Excellent quality and very satisfied,2025-04-28,Mobile App
1653,Rahul,Excellent quality and very satisfied,2025-01-02,Laptop
1654,Pooja,Decent product,2025-07-07,Mobile
1655,Anitha,Okay for the price,2025-03-20,E-commerce
1656,Rahul,Excellent quality and very satisfied,2025-06-19,Internet Service
1657,Divya,Nothing special,2025-08-28,Smart Watch
1658,Suresh,Great service and fast delivery,2025-10-12,Headphones
1659,Divya,Customer support did not respond,2025-10-11,Headphones
1660,Divya,Average experience,2025-05-15,Mobile
1661,Sneha,Customer support did not respond,2025-12-17,Mobile App
1662,Anitha,Average experience,2025-09-07,Smart Watch
1663,Anitha,Nothing special,2025-04-09,Smart Watch
1664,Sneha,Acceptable performance,2025-07-26,E-commerce
1665,Suresh,Excellent quality and very satisfied,2025-12-06,Mobile
1666,Anitha,Great service and fast delivery,2025-11-27,Headphones
1667,Karthik,"Amazing experience, highly recommend",2025-11-06,Smart Watch
1668,Rahul,Worst product ever,2025-02-27,E-commerce
1669,Sneha,Excellent quality and very satisfied,2025-02-15,Banking App
1670,Rahul,Great service and fast delivery,2025-01-14,Mobile App
1671,Manoj,Support team was very helpful,2025-08-28,Banking App
1672,Anitha,"Amazing experience, highly recommend",2026-01-01,Headphones
1673,Anitha,Decent product,2025-04-27,Mobile App
1674,Priya,Great service and fast delivery,2025-10-05,E-commerce
1675,Manoj,Very happy with the product,2025-02-12,Headphones
1676,Anitha,"Amazing experience, highly recommend",2025-05-07,Smart Watch
1677,Sneha,Okay for the price,2025-02-02,Banking App
1678,Arun,Worst product ever,2025-07-26,Smart Watch
1679,Suresh,Worst product ever,2025-11-26,Internet Service
1680,Divya,Poor quality and waste of money,2025-09-03,Internet Service
1681,Anitha,Acceptable performance,2025-10-15,Banking App
1682,Suresh,Average experience,2025-07-23,Laptop
1683,Divya,Very happy with the product,2025-05-24,Headphones
1684,Suresh,Excellent quality and very satisfied,2025-02-16,Internet Service
1685,Suresh,Support team was very helpful,2025-01-25,Mobile
1686,Rahul,Acceptable performance,2025-05-08,Headphones
1687,Manoj,Very bad experience and disappointed,2025-10-31,Headphones
1688,Sneha,Acceptable performance,2025-08-04,Banking App
1689,Karthik,Very bad experience and disappointed,2025-06-02,E-commerce
1690,Suresh,Average experience,2025-01-07,Banking App
1691,Pooja,Okay for the price,2025-05-06,Mobile App
1692,Rahul,Worst product ever,2025-03-16,Mobile App
1693,Sneha,Average experience,2025-12-21,Internet Service
1694,Divya,Very bad experience and disappointed,2025-06-26,Smart Watch
1695,Rahul,Excellent quality and very satisfied,2025-10-15,Mobile App
1696,Rahul,Very happy with the product,2025-04-03,E-commerce
1697,Priya,"Amazing experience, highly recommend",2025-09-30,Internet Service
1698,Divya,Okay for the price,2025-06-30,Mobile App
1699,Manoj,Poor quality and waste of money,2025-02-28,Laptop
1700,Priya,Delivery was too late,2025-02-08,Headphones
1701,Suresh,"Amazing experience, highly recommend",2025-02-19,Headphones
1702,Karthik,Very happy with the product,2025-04-02,Banking App
1703,Divya,Customer support did not respond,2025-12-07,Banking App
1704,Pooja,Average experience,2025-07-13,Headphones
1705,Karthik,Great service and fast delivery,2025-05-03,E-commerce
1706,Rahul,Support team was very helpful,2025-04-29,Internet Service
1707,Divya,Average experience,2025-05-06,Mobile
1708,Karthik,Okay for the price,2025-08-02,E-commerce
1709,Rahul,Very happy with the product,2025-05-21,Headphones
1710,Karthik,Poor quality and waste of money,2025-01-20,Banking App
1711,Manoj,Delivery was too late,2025-10-22,E-commerce
1712,Karthik,Acceptable performance,2025-02-28,Mobile
1713,Rahul,"Amazing experience, highly recommend",2025-08-18,Mobile App
1714,Sneha,Worst product ever,2025-05-20,E-commerce
1715,Arun,Nothing special,2025-07-19,Banking App
1716,Arun,"Amazing experience, highly recommend",2025-08-29,Headphones
1717,Pooja,Acceptable performance,2025-09-13,Mobile
1718,Divya,Poor quality and waste of money,2025-03-05,E-commerce
1719,Priya,Very bad experience and disappointed,2025-03-05,Internet Service
1720,Pooja,Decent product,2025-10-11,E-commerce
1721,Anitha,Worst product ever,2025-02-19,Mobile App
1722,Manoj,Support team was very helpful,2025-09-19,Mobile App
1723,Manoj,Acceptable performance,2025-12-08,Laptop
1724,Divya,Support team was very helpful,2025-02-11,Internet Service
1725,Pooja,Great service and fast delivery,2025-07-26,Banking App
1726,Divya,Acceptable performance,2025-05-19,Mobile
1727,Suresh,"Amazing experience, highly recommend",2025-07-31,Headphones
1728,Pooja,Very happy with the product,2025-06-04,Internet Service
1729,Pooja,Okay for the price,2025-06-07,Headphones
1730,Manoj,Great service and fast delivery,2025-10-18,Headphones
1731,Suresh,Delivery was too late,2025-05-02,Headphones
1732,Suresh,Okay for the price,2025-03-20,E-commerce
1733,Manoj,Nothing special,2025-04-29,Headphones
1734,Arun,Excellent quality and very satisfied,2025-01-12,E-commerce
1735,Arun,Customer support did not respond,2025-06-06,Laptop
1736,Priya,"Amazing experience, highly recommend",2025-07-22,Laptop
1737,Sneha,Excellent quality and very satisfied,2025-08-25,Internet Service
1738,Suresh,"Amazing experience, highly recommend",2025-05-20,Mobile App
1739,Sneha,Very happy with the product,2025-06-09,Mobile App
1740,Arun,Decent product,2025-06-30,Banking App
1741,Priya,Great service and fast delivery,2025-08-29,Laptop
1742,Divya,Excellent quality and very satisfied,2025-09-22,E-commerce
1743,Arun,Average experience,2025-04-25,E-commerce
1744,Karthik,Support team was very helpful,2025-09-26,Headphones
1745,Rahul,Worst product ever,2025-03-28,E-commerce
1746,Arun,Okay for the price,2025-11-26,E-commerce
1747,Divya,Nothing special,2025-07-09,Banking App
1748,Divya,Delivery was too late,2025-09-14,Smart Watch
1749,Divya,Delivery was too late,2025-08-05,E-commerce
1750,Divya,Support team was very helpful,2025-02-01,Laptop
1751,Manoj,Decent product,2025-05-10,Internet Service
1752,Karthik,Great service and fast delivery,2025-12-07,E-commerce
1753,Arun,Okay for the price,2025-08-05,E-commerce
1754,Pooja,Average experience,2025-06-29,Smart Watch
1755,Priya,Average experience,2025-12-10,Smart Watch
1756,Divya,"Amazing experience, highly recommend",2025-02-23,Internet Service
1757,Sneha,Nothing special,2025-07-04,Laptop
1758,Suresh,Poor quality and waste of money,2025-03-09,Smart Watch
1759,Suresh,Delivery was too late,2026-01-01,Mobile App
1760,Sneha,Worst product ever,2025-06-17,Banking App
1761,Divya,Nothing special,2025-03-19,Headphones
1762,Priya,"Amazing experience, highly recommend",2025-04-13,Smart Watch
1763,Rahul,Worst product ever,2025-03-01,Banking App
1764,Rahul,Very happy with the product,2025-09-06,Banking App
1765,Rahul,Poor quality and waste of money,2025-03-10,Mobile App
1766,Divya,Great service and fast delivery,2025-07-24,Smart Watch
1767,Divya,Okay for the price,2025-12-10,Headphones
1768,Rahul,Okay for the price,2025-01-29,Banking App
1769,Sneha,Very happy with the product,2025-03-21,Mobile App
1770,Arun,Acceptable performance,2025-08-20,E-commerce
1771,Sneha,"Amazing experience, highly recommend",2025-08-13,Laptop
1772,Arun,Very bad experience and disappointed,2025-04-17,Mobile App
1773,Rahul,Worst product ever,2025-04-17,Mobile App
1774,Manoj,"Amazing experience, highly recommend",2025-04-27,Banking App
1775,Manoj,Decent product,2025-03-13,Smart Watch
1776,Sneha,Delivery was too late,2025-05-20,E-commerce
1777,Anitha,Worst product ever,2025-11-18,Smart Watch
1778,Priya,Worst product ever,2025-03-30,Internet Service
1779,Anitha,Acceptable performance,2025-06-19,Mobile App
1780,Suresh,"Amazing experience, highly recommend",2025-06-22,Internet Service
1781,Divya,Great service and fast delivery,2025-10-30,Mobile App
1782,Priya,Worst product ever,2025-01-12,Headphones
1783,Karthik,Support team was very helpful,2025-03-19,Laptop
1784,Sneha,Great service and fast delivery,2025-08-20,Mobile App
1785,Karthik,Decent product,2025-09-29,Laptop
1786,Rahul,Okay for the price,2025-10-04,Mobile App
1787,Arun,Excellent quality and very satisfied,2025-12-10,Mobile App
1788,Pooja,Great service and fast delivery,2025-02-09,Smart Watch
1789,Karthik,Acceptable performance,2025-07-01,Mobile
1790,Arun,Okay for the price,2025-10-06,E-commerce
1791,Manoj,Nothing special,2025-03-06,Laptop
1792,Manoj,Decent product,2025-05-11,Smart Watch
1793,Priya,Great service and fast delivery,2025-03-31,Mobile App
1794,Rahul,Very happy with the product,2025-03-11,Mobile
1795,Rahul,Nothing special,2025-11-23,Smart Watch
1796,Priya,"Amazing experience, highly recommend",2025-02-03,Laptop
1797,Manoj,Support team was very helpful,2025-07-08,Smart Watch
1798,Manoj,Support team was very helpful,2025-05-11,Banking App
1799,Divya,Customer support did not respond,2025-08-20,Mobile
1800,Divya,"Amazing experience, highly recommend",2025-08-02,Laptop
1801,Arun,Okay for the price,2025-09-10,Laptop
1802,Sneha,Customer support did not respond,2025-02-23,Laptop
1803,Sneha,Very bad experience and disappointed,2025-03-15,Headphones
1804,Arun,Poor quality and waste of money,2025-07-18,Banking App
1805,Divya,Okay for the price,2025-02-03,Internet Service
1806,Divya,Nothing special,2025-05-17,Headphones
1807,Karthik,Nothing special,2025-03-21,Mobile
1808,Manoj,Excellent quality and very satisfied,2025-05-04,E-commerce
1809,Karthik,Nothing special,2025-04-26,Mobile App
1810,Karthik,Poor quality and waste of money,2025-02-16,Banking App
1811,Pooja,"Amazing experience, highly recommend",2025-03-10,Laptop
1812,Priya,Great service and fast delivery,2025-03-13,E-commerce
